incomeperperson,alcconsumption,armedforcesrate,breastcancerper100th,co2emissions,femaleemployrate,hivrate,internetuserate,lifeexpectancy,polityscore,relectricperperson,suicideper100th,employrate,urbanrate,oilperperson,country,countrycode
8740.96607625943,0.03,0.5696534,26.8,75944000.0,25.6000003814697,1.9354421768707486,3.65412162280064,49.62449999999998,0.0,1173.1789948671906,6.68438529968262,55.7000007629394,24.04,1.4840851636765646,Afghanistan,AFG
1914.99655094922,7.29,1.0247361,57.4,223747333.333333,42.0999984741211,1.9354421768707486,44.9899469578783,76.918,9.0,636.341383366604,7.69932985305786,51.4000015258789,46.72,1.4840851636765646,Albania,ALB
2231.99333515006,0.69,2.306817,23.5,2932108666.66667,31.7000007629394,0.1,12.5000733055148,73.131,2.0,590.509814347428,4.8487696647644,50.5,65.22,0.42009452521537,Algeria,DZA
20423.174299407267,10.17,1.444016280487805,37.402890173410405,5033261621.666663,47.54943806401799,1.9354421768707486,81.0,69.75352356020942,3.68944099378882,1173.1789948671906,5.36217880249023,58.63595508189684,88.92,1.4840851636765646,Andorra,AND
1381.00426770244,5.57,1.4613288,23.1,248358000.0,69.4000015258789,2.0,9.99995388324075,51.093,-2.0,172.999227388199,14.5546770095825,75.6999969482422,56.7,1.4840851636765646,Angola,AGO
11894.4640745081,8.17,1.444016280487805,37.402890173410405,16225000.0,47.54943806401799,1.9354421768707486,80.6454545454545,69.75352356020942,3.68944099378882,1173.1789948671906,2.16184329986572,58.63595508189684,30.46,1.4840851636765646,Antigua and Barbuda,ATG
10749.4192379463,9.35,0.560987,73.9,5872119000.0,45.9000015258789,0.5,36.0003349500148,75.901,8.0,768.428299701347,7.765584,58.4000015258789,92.0,0.635943800978195,Argentina,ARG
1326.74175718861,13.66,2.6184384,51.6,51219666.6666667,34.2000007629394,0.1,44.0010245795602,74.241,5.0,603.763057563433,3.74158787727356,40.0999984741211,63.86,1.4840851636765646,Armenia,ARM
8740.96607625943,6.689411764705882,1.444016280487805,37.402890173410405,35871000.0,47.54943806401799,1.9354421768707486,41.8008888888889,75.246,3.68944099378882,1173.1789948671906,9.640839010528843,58.63595508189684,46.78,1.4840851636765646,Aruba,ABW
20423.174299407267,10.21,0.4862799,76.1,5997869166.666675,54.5999984741211,0.1,75.8956537961344,81.907,10.0,2285.5094189148476,8.4700301251191,61.5,88.74,1.91302610912404,Australia,AUS
20423.174299407267,12.4,0.8155798,70.5,4466084333.33333,49.7000007629394,0.3,72.7315755423123,80.854,10.0,2068.12330899163,13.09437,57.0999984741211,67.16,1.54879096611674,Austria,AUT
2344.89691619809,13.34,1.9767462,31.5,511107666.666667,56.2000007629394,0.1,46.6797015683676,70.739,-7.0,921.562110759901,1.38096463680267,60.9000015258789,51.92,0.35917260997566,Azerbaijan,AZE
19630.5405471267,8.65,0.5452863,54.4,137555000.0,60.7000007629394,3.1,42.9845801749271,75.62,3.68944099378882,1173.1789948671906,3.3744158744812,66.5999984741211,83.7,1.4840851636765646,Bahamas,BHS
12505.2125447354,4.19,2.7555606012195124,40.2,503994333.333333,30.2000007629394,1.9354421768707486,54.9928090332805,75.057,-7.0,2285.5094189148476,4.41499042510986,60.4000015258789,88.52,1.4840851636765646,Bahrain,BHR
558.062876627297,0.17,0.2878915,16.6,598774000.0,53.5999984741211,0.06,3.70000325975843,68.944,5.0,68.1152285841314,14.5383567810059,68.0999984741211,27.14,0.03228146619272,Bangladesh,BGD
9243.58705259742,6.42,0.6639555,62.5,36160666.6666667,60.2999992370606,1.4,70.028599270073,76.835,3.68944099378882,1173.1789948671906,3.10860252380371,66.9000015258789,39.84,1.4840851636765646,Barbados,BRB
2737.67037938365,18.85,2.7555606012195124,36.0,999874333.333333,48.5999984741211,0.3,32.0521439093783,70.349,-7.0,614.907287211113,21.50124287605287,53.4000015258789,73.46,0.687828079664248,Belarus,BLR
20423.174299407267,10.41,0.8156477,76.1,5997869166.666675,41.7000007629394,0.2,73.7339344713656,80.009,8.0,1920.96221521997,15.95385,48.5999984741211,97.36,1.4840851636765646,Belgium,BEL
3545.652173906,5.92,0.7583556,29.8,14058000.0,38.7999992370606,2.3,12.6457333333333,76.072,3.68944099378882,1173.1789948671906,9.38879585266113,56.7999992370606,51.7,1.4840851636765646,Belize,BLZ
377.039699461343,2.08,0.2233986,28.1,37950000.0,58.2000007629394,1.2,3.12996180338983,56.081,7.0,38.2229433578852,6.05773973464966,71.5999984741211,41.2,1.4840851636765646,Benin,BEN
20423.174299407267,6.689411764705882,1.444016280487805,37.402890173410405,20331666.6666667,47.54943806401799,1.9354421768707486,84.6545140866873,69.75352356020942,3.68944099378882,1173.1789948671906,9.640839010528843,58.63595508189684,100.0,1.4840851636765646,Bermuda,BMU
1324.19490626644,0.54,1.444016280487805,21.8,6024333.33333333,39.9000015258789,0.2,13.5988760330578,67.185,3.0,1173.1789948671906,15.5426025390625,58.4000015258789,34.48,1.4840851636765646,Bhutan,BTN
1232.79413697982,5.78,1.8821978,24.7,254939666.666667,61.5999984741211,0.2,20.0017101420083,66.618,7.0,213.061613682625,2.0341784954071,70.4000015258789,65.58,1.4840851636765646,Bolivia,BOL
2183.34486702398,9.6,0.4628471,58.9,236419333.333333,34.9000015258789,1.9354421768707486,52.0020606382979,75.67,3.68944099378882,927.119497375994,11.8367156982422,41.2000007629394,47.44,1.4840851636765646,Bosnia and Herzegovina,BIH
4189.43658749046,6.97,1.1319097,33.4,78943333.3333333,38.7000007629394,4.538605442176872,5.9998355754858,53.183,8.0,454.795705303917,11.2139701843262,46.0,59.58,1.4840851636765646,Botswana,BWA
4699.41126207406,10.08,0.7213964,46.0,5997869166.666675,53.2999992370606,0.45,40.6500980040627,73.488,8.0,498.165305235568,4.777007,64.5,85.58,0.599651788515833,Brazil,BRA
17092.460003775,1.86,2.7555606012195124,20.6,254206333.333333,55.5,1.9354421768707486,49.9899749373434,78.005,3.68944099378882,2285.5094189148476,1.37000155448914,63.7999992370606,74.82,1.4840851636765646,Brunei,BRN
2549.55847381023,11.4,2.0433877,46.2,3157700333.33333,42.0999984741211,0.1,45.9865899070879,73.371,9.0,1380.86928851973,9.216544,47.2999992370606,71.1,0.560423530742967,Bulgaria,BGR
276.200412964869,7.32,0.1629041,30.6,20628666.6666667,73.54999732971186,1.2,1.4000606995385,55.439,0.0,1173.1789948671906,8.20422172546387,79.0000019073485,19.56,1.4840851636765646,Burkina Faso,BFA
115.305995904875,9.65,1.1577498,19.5,8092333.33333333,73.54999732971186,3.3,2.10021270579814,50.411,6.0,1173.1789948671906,14.6809358596802,79.0000019073485,10.4,1.4840851636765646,Burundi,BDI
557.947512595975,4.71,2.5364458,21.5,45411666.6666667,73.4000015258789,0.5,1.25993360916614,63.125,2.0,51.5813195796782,4.96107149124146,78.9000015258789,21.56,1.4840851636765646,Cambodia,KHM
713.639302724279,7.9,0.305758,29.7,125172666.666667,49.0,4.538605442176872,3.99997734578295,51.61,-4.0,59.5512449813566,7.21422052383423,59.0999984741211,56.76,1.4840851636765646,Cameroon,CMR
20423.174299407267,10.2,0.3429763,76.1,5997869166.666675,58.9000015258789,0.2,81.3383926859286,81.012,10.0,2285.5094189148476,10.10099,63.5,80.4,3.00735585130469,Canada,CAN
1959.8444724473,4.98,0.4833248,28.1,5214000.0,43.5999984741211,1.9354421768707486,29.999939516129,74.156,3.68944099378882,1173.1789948671906,5.63333368301392,55.9000015258789,59.62,1.4840851636765646,Cape Verde,CPV
8740.96607625943,6.689411764705882,1.444016280487805,37.402890173410405,8968666.66666667,47.54943806401799,1.9354421768707486,66.0,69.75352356020942,3.68944099378882,1173.1789948671906,9.640839010528843,58.63595508189684,100.0,1.4840851636765646,Cayman Islands,CYM
239.518749365157,3.17,0.1486587,16.5,8338000.0,62.9000015258789,4.538605442176872,2.3000266530334,49.62449999999998,-1.0,1173.1789948671906,13.5484199523926,71.3000030517578,38.58,1.4840851636765646,Central African Rep.,CAF
275.884286531631,4.39,0.8358123,16.5,7608333.33333334,66.3000030517578,3.4,1.70003149550191,49.62449999999998,-2.0,1173.1789948671906,8.28307056427002,68.9000015258789,26.68,1.4840851636765646,Chad,TCD
6334.10519399913,8.81,1.3411144,43.9,1839471333.33333,35.5,0.4,45.0,79.12,10.0,532.515177206975,10.17187,51.0,88.44,0.85896155171229,Chile,CHL
2425.4712932681,5.56,0.3713568,18.7,5997869166.666675,68.9000015258789,0.1,34.3777895192408,73.456,-7.0,331.376632032295,16.9132480621338,72.8000030517578,43.1,0.31953236898534,China,CHN
3233.42378012982,6.59,2.2156207,30.3,2269806000.0,54.9000015258789,0.5,36.4998746408899,73.703,7.0,404.591365372499,4.907702,63.2000007629394,74.5,0.237607469048225,Colombia,COL
336.368749481516,0.28,1.444016280487805,19.5,2368666.66666667,59.2999992370606,0.1,5.09826530612245,61.061,9.0,1173.1789948671906,4.7510838508606,68.0,28.08,1.4840851636765646,Comoros,COM
103.775857241166,3.39,0.628381,10.3,169180000.0,50.4000015258789,1.9354421768707486,0.720008677328886,49.62449999999998,5.0,30.7092435483984,14.713020324707,66.1999969482422,33.96,1.4840851636765646,"Congo, Dem. Rep.",COD
1253.29201505445,4.46,0.7716936,20.6,46306333.3333333,52.2999992370606,3.4,4.99987509275291,57.379,-4.0,56.3724503102233,9.87376117706299,64.1999969482422,61.34,1.4840851636765646,"Congo, Rep.",COG
8740.96607625943,3.23,1.444016280487805,37.402890173410405,1045000.0,47.54943806401799,1.9354421768707486,35.63271576902173,69.75352356020942,3.68944099378882,1173.1789948671906,4.37336492538452,58.63595508189684,56.76935960591133,1.4840851636765646,Cook Islands,COK
5188.9009351913,5.81,0.4736536,30.9,148470666.666667,40.0999984741211,0.3,36.4991147241897,79.311,10.0,798.340599644843,6.597168,58.5999984741211,63.26,1.4840851636765646,Costa Rica,CRI
591.06794433684,6.47,0.2339148,26.0,228748666.666667,38.0999984741211,3.4,2.59997365487891,55.377,0.0,70.387444443114,20.3179302215576,59.9000015258789,48.78,1.4840851636765646,Cote d'Ivoire,CIV
6338.49466772177,15.0,1.1032787,62.1,310024000.0,39.4000015258789,0.06,60.1197070167497,76.64,9.0,1494.41026836435,14.77625,47.0999984741211,57.28,1.4840851636765646,Croatia,HRV
4495.04626152988,5.12,1.4953835,31.2,1286670000.0,43.7000007629394,0.1,15.8999703410908,79.143,-7.0,528.787349748965,10.57191,56.0,75.66,1.4840851636765646,Cuba,CUB
15313.8593472276,8.84,2.4549129,67.2,183535000.0,51.2999992370606,1.9354421768707486,53.0247448294886,79.591,10.0,2123.76286266534,2.206169,59.0999984741211,69.9,1.4840851636765646,Cyprus,CYP
7381.31275080681,16.47,0.5157058,58.4,1776016000.0,47.5999984741211,0.06,68.6381334713247,77.685,8.0,1438.78041203959,12.36798,56.0,73.5,0.876778335188545,Czech Rep.,CZE
20423.174299407267,12.02,1.012373,76.1,3503877666.66667,58.0999984741211,0.2,88.7702538741662,78.826,10.0,1884.2993420087,8.973104,63.0999984741211,86.68,1.56752746145954,Denmark,DNK
895.318339642724,1.87,2.7555606012195124,19.5,14054333.3333333,47.54943806401799,2.5,6.4979235095613,57.937,2.0,1173.1789948671906,4.99347591400146,58.63595508189684,87.3,1.4840851636765646,Djibouti,DJI
6147.77960984301,8.68,1.444016280487805,37.402890173410405,2401666.66666667,47.54943806401799,1.9354421768707486,47.2804360294118,69.75352356020942,3.68944099378882,1173.1789948671906,5.83525085449219,58.63595508189684,73.92,1.4840851636765646,Dominica,DMA
4049.16962912605,6.28,1.469369,36.1,446365333.333333,40.5,0.9,39.5312742621134,73.396,8.0,457.644842265195,6.5195369720459,52.7000007629394,69.02,1.4840851636765646,Dominican Rep.,DOM
1728.02097614196,9.43,1.0179463,23.5,692039333.333333,45.5,0.4,28.9994767369513,75.632,5.0,314.826199681928,8.50468444824219,59.7000007629394,65.58,0.732816540969042,Ecuador,ECU
1975.55190593959,0.32,2.7555606012195124,24.2,3341129000.0,20.35000038146984,0.06,26.7400253815905,73.235,-3.0,536.760450729528,1.79990363121033,42.4000015258789,42.72,0.447479266085188,Egypt,EGY
2557.43363775919,3.99,1.321155,13.6,143586666.666667,44.7999992370606,0.8,15.8999820280962,72.196,8.0,256.099151340679,7.304886,58.2000007629394,60.7,1.4840851636765646,El Salvador,SLV
8654.53684493545,6.12,0.3976544,16.5,26125000.0,39.5999984741211,4.538605442176872,6.00343714285714,51.088,-5.0,1173.1789948671906,10.1293497085571,61.7000007629394,39.38,1.4840851636765646,Equatorial Guinea,GNQ
131.79620701044,1.64,2.7555606012195124,19.5,7315000.0,51.7000007629394,0.8,5.39966699657404,61.597,-7.0,20.288131093423,8.91336250305176,64.9000015258789,20.72,1.4840851636765646,Eritrea,ERI
6238.53750622149,17.24,0.9984276,47.7,277170666.666667,52.0999984741211,1.2,74.1630402985074,74.825,9.0,1411.23053215612,16.95924,56.5,69.46,1.4840851636765646,Estonia,EST
220.891247922332,4.1,0.3617085,24.7,119958666.666667,73.0,1.9354421768707486,0.749995849909584,59.274,1.0,15.0562359104808,10.0719423294067,79.0000019073485,17.0,1.4840851636765646,Ethiopia,ETH
8740.96607625943,6.689411764705882,1.444016280487805,37.402890173410405,21351000.0,47.54943806401799,1.9354421768707486,75.2,69.75352356020942,3.68944099378882,1173.1789948671906,9.640839010528843,58.63595508189684,41.42,1.4840851636765646,Faeroe Islands,FRO
2230.67637410844,2.76,1.1772684,31.2,35717000.0,36.7999992370606,0.1,14.8307358837209,69.245,-4.0,1173.1789948671906,3.94025897979736,56.4000015258789,52.36,1.4840851636765646,Fiji,FJI
20423.174299407267,13.1,1.1774157,76.1,2420300666.66667,53.4000015258789,0.1,86.89884450783,79.977,10.0,2285.5094189148476,16.23437,57.2000007629394,63.3,1.93865426822699,Finland,FIN
20423.174299407267,12.48,1.2337802,76.1,5997869166.666675,45.5999984741211,0.4,77.4986193497188,81.539,9.0,2285.5094189148476,14.09153,51.2000007629394,77.36,1.32829141095398,France,FRA
8740.96607625943,6.689411764705882,1.444016280487805,34.2,19800000.0,47.54943806401799,1.9354421768707486,48.9573284132841,75.133,3.68944099378882,1173.1789948671906,9.640839010528843,58.63595508189684,51.64,1.4840851636765646,French Polynesia,PYF
4180.765820678,9.46,1.0189063,18.2,170804333.333333,52.5999984741211,4.538605442176872,7.23222424584718,62.703,3.0,537.104738136131,7.7450647354126,59.0,85.04,1.4840851636765646,Gabon,GAB
354.599726291282,3.58,0.1345905,6.4,7355333.33333333,65.6999969482422,2.0,9.19677547715442,58.491,-5.0,1173.1789948671906,6.44915676116943,71.6999969482422,56.42,1.4840851636765646,Gambia,GMB
1258.76259631224,6.66,1.4507353,51.8,81191000.0,48.5,0.1,26.2972514824798,73.737,6.0,617.925551751831,1.57435011863708,55.5999984741211,52.74,1.4840851636765646,Georgia,GEO
20423.174299407267,12.14,0.5758096,76.1,5997869166.666675,46.7999992370606,0.1,82.526897905279,80.414,10.0,1693.89189801066,9.211085,53.5,73.64,1.39850003277545,Germany,DEU
358.979539801255,3.11,0.1314868,28.1,188268666.666667,64.0999984741211,1.8,9.54993070063956,64.228,8.0,97.2464921181312,6.28855466842651,65.0999984741211,50.02,1.4840851636765646,Ghana,GHA
8740.96607625943,6.689411764705882,1.444016280487805,37.402890173410405,7388333.33333334,47.54943806401799,1.9354421768707486,65.0,69.75352356020942,3.68944099378882,0.0,9.640839010528843,58.63595508189684,56.76935960591133,1.4840851636765646,Gibraltar,GIB
13577.8798850901,11.01,2.7555606012195124,51.6,2712915333.33333,37.7999992370606,0.1,44.5700744432662,79.915,10.0,1690.71843441126,2.816705,49.5999984741211,61.0,1.62861488680774,Greece,GRC
20423.174299407267,6.689411764705882,1.444016280487805,37.402890173410405,23635333.3333333,47.54943806401799,1.9354421768707486,63.8491527222556,69.75352356020942,3.68944099378882,1173.1789948671906,9.640839010528843,58.63595508189684,83.52,1.4840851636765646,Greenland,GRL
5330.40161203986,10.71,1.444016280487805,37.402890173410405,4774000.0,47.54943806401799,1.9354421768707486,33.6166828846154,75.956,3.68944099378882,1173.1789948671906,3.57647824287415,58.63595508189684,30.84,1.4840851636765646,Grenada,GRD
8740.96607625943,6.689411764705882,1.444016280487805,37.402890173410405,45778333.3333333,38.2999992370606,1.9354421768707486,35.63271576902173,79.839,3.68944099378882,1173.1789948671906,9.640839010528843,43.0999984741211,56.76935960591133,1.4840851636765646,Guadeloupe,GLP
8740.96607625943,6.689411764705882,1.444016280487805,50.4,5033261621.666663,47.54943806401799,1.9354421768707486,35.63271576902173,76.142,3.68944099378882,1173.1789948671906,9.640839010528843,58.63595508189684,93.16,1.4840851636765646,Guam,GUM
1860.75389496662,7.1,0.6608385,25.9,242594000.0,44.0,0.8,10.4999481895893,71.172,8.0,187.32488217269,2.234896,62.7000007629394,48.58,1.4840851636765646,Guatemala,GTM
411.501447251245,0.79,0.4026995,15.3,46684000.0,73.54999732971186,1.3,0.99995892606692,54.097,-1.0,1173.1789948671906,7.44382619857788,79.0000019073485,34.44,1.4840851636765646,Guinea,GIN
161.317137104969,3.9,0.9301079,28.1,7813666.66666667,49.9000015258789,2.5,2.45036224422442,49.62449999999998,6.0,1173.1789948671906,7.56369209289551,65.9000015258789,29.84,1.4840851636765646,Guinea-Bissau,GNB
1200.65207493742,8.7,0.8776657,29.5,69329333.3333333,41.7999992370606,1.2,29.8799214569536,69.927,6.0,1173.1789948671906,21.50124287605287,58.9000015258789,28.38,1.4840851636765646,Guyana,GUY
371.424197524244,5.92,0.0,4.4,40857666.6666667,35.4000015258789,1.9,8.37020688381867,62.095,5.0,9.19239470829337,1.51924800872803,55.9000015258789,46.84,1.4840851636765646,Haiti,HTI
1392.41182851517,4.43,0.7108232,25.9,131703000.0,34.2000007629394,0.8,11.0907646263158,73.126,7.0,278.739635049004,7.06018447875976,56.2999992370606,47.88,1.4840851636765646,Honduras,HND
20423.174299407267,6.689411764705882,1.444016280487805,37.402890173410405,1026813333.33333,51.5999984741211,1.9354421768707486,71.8491239388795,82.759,3.68944099378882,1468.64078433473,9.640839010528843,59.0,100.0,2.28265540594474,"Hong Kong, China",HKG
5634.00394801682,16.12,0.8668624,63.0,4244009000.0,40.2999992370606,0.06,65.163250915,74.414,10.0,1154.17993206064,20.16201,47.2999992370606,67.5,0.671097580092241,Hungary,HUN
20423.174299407267,7.38,0.0661,76.1,92770333.3333334,69.5999984741211,0.3,95.6381132075472,81.804,3.68944099378882,2285.5094189148476,11.4261808395386,73.5999984741211,92.26,1.4840851636765646,Iceland,ISL
786.700098148644,2.69,0.5739204,19.1,5997869166.666675,32.2999992370606,0.3,7.49999587829644,65.438,9.0,110.705466369068,18.5838260650635,55.4000015258789,29.54,0.12697875236038,India,IND
1143.8315135159,0.56,0.5159403,26.1,5997869166.666675,44.0999984741211,0.2,9.90003867219744,69.366,8.0,221.961461434371,11.3961114883423,61.5,51.46,0.248466950577122,Indonesia,IDN
2161.54650966562,1.03,2.0263996,17.1,5997869166.666675,26.8999996185303,0.2,13.0001107160721,72.974,-7.0,753.209802163397,6.02188205718994,47.7999992370606,68.46,1.1625764478504,Iran,IRN
736.268053798916,0.47,2.7555606012195124,31.7,2421917666.66667,20.35000038146984,1.9354421768707486,2.47194834691393,69.042,0.0,0.0,17.0326461791992,38.19999885559089,66.6,1.4840851636765646,Iraq,IRQ
20423.174299407267,14.92,0.4500244,74.9,1633778666.66667,51.0,0.2,69.7703944134078,80.557,10.0,2051.80233770977,10.36507,59.9000015258789,61.34,1.70026175082217,Ireland,IRL
20423.174299407267,2.52,2.7555606012195124,76.1,1561079666.66667,46.4000015258789,0.2,65.3877859391396,81.618,10.0,2285.5094189148476,5.931845,51.2999992370606,91.66,1.4840851636765646,Israel,ISR
18982.2692850615,9.72,1.7293464,74.4,5997869166.666675,35.7999992370606,0.3,53.740216600367,81.855,10.0,1176.38545705165,4.93004450889753,46.4000015258789,68.08,1.20724981423877,Italy,ITA
3665.34836857594,5.17,0.2437395,43.5,340090666.666667,47.5,1.7,26.4772232420429,73.127,9.0,368.434606060087,4.41750717163086,58.2000007629394,53.3,1.4840851636765646,Jamaica,JAM
20423.174299407267,7.79,0.3618584,32.7,5997869166.666675,46.2000007629394,0.06,77.6385351546869,83.394,10.0,2257.57223317911,18.94693,57.2999992370606,66.48,1.593223489425,Japan,JPN
2534.00037997061,0.65,2.7555606012195124,33.0,377303666.666667,20.35000038146984,1.9354421768707486,38.8812015875641,73.403,-3.0,719.47653023379,0.20144872367382,38.9000015258789,78.42,1.4840851636765646,Jordan,JOR
2481.71891791164,11.1,0.9562696,38.7,2484925666.66667,58.2000007629394,0.1,33.3821281627152,67.017,-6.0,484.098987955634,21.50124287605287,63.7000007629394,57.94,0.779964666976614,Kazakhstan,KAZ
468.69604355829,3.88,0.1595738,25.2,283583666.666667,66.5999984741211,4.538605442176872,25.8997967022931,57.134,7.0,41.1800032056586,10.9377183914185,73.1999969482422,21.6,1.4840851636765646,Kenya,KEN
760.262365036505,2.7,1.444016280487805,37.402890173410405,1111000.0,47.54943806401799,1.9354421768707486,8.95914,69.75352356020942,3.68944099378882,1173.1789948671906,9.640839010528843,58.63595508189684,43.84,1.4840851636765646,Kiribati,KIR
8740.96607625943,6.689411764705882,2.7555606012195124,20.4,5896388666.66667,56.0,1.9354421768707486,35.63271576902173,68.846,-9.0,0.0,4.73567342758179,64.5999984741211,62.68,1.4840851636765646,"Korea, Dem. Rep.",PRK
16372.4997808892,18.905,2.7555606012195124,20.4,5997869166.666675,48.0,0.06,82.5159279959079,80.642,8.0,1142.30900859597,21.50124287605287,58.9000015258789,81.46,2.08784801064196,"Korea, Rep.",KOR
8740.96607625943,0.1,1.6095482,31.8,1712755000.0,42.0,1.9354421768707486,38.2602335526316,74.576,-7.0,2285.5094189148476,1.49805742428412,65.6999969482422,98.36,6.46756788753886,Kuwait,KWT
372.728414000128,4.72,0.8377678,23.0,87970666.6666667,48.7999992370606,0.3,19.5823164464024,67.714,1.0,428.31230705847,9.875281,58.9000015258789,36.28,1.4840851636765646,Kyrgyzstan,KGZ
554.87984007104,6.99,2.7555606012195124,10.9,21332666.6666667,73.54999732971186,0.2,6.99988034188034,67.484,-7.0,1173.1789948671906,21.50124287605287,78.1999969482422,30.88,1.4840851636765646,Laos,LAO
5011.21945633632,13.45,1.3164321,44.3,125755666.666667,50.7000007629394,0.7,71.5147235372934,73.339,8.0,904.669445356176,20.36959,56.7999992370606,68.12,1.4840851636765646,Latvia,LVA
6746.61263178936,2.3,2.7555606012195124,52.5,428006333.333333,22.2999992370605,0.1,31.0043782824698,72.64,7.0,913.845660215951,5.8383150100708,46.0,86.96,1.4840851636765646,Lebanon,LBN
495.734246943527,5.56,0.2176526,13.1,5033261621.666663,49.7999992370606,4.538605442176872,3.8605653984339,49.62449999999998,8.0,1173.1789948671906,7.85861921310425,56.2999992370606,25.46,1.4840851636765646,Lesotho,LSO
